length,date,channel,category,brand,item,title,price,rating
14:42,09/24/17,Fast Food,Breakfast item,Hardee's,Chicken Biscuit,Hardee's Chicken Biscuit - Food Review,1.3,9.7
10:40,09/26/17,Fast Food,Chicken nuggets,Popeyes,1/4 LB Popcorn Chicken,Popeyes 1/4 LB Popcorn Chicken - Food Review,4,9
14:34,10/07/17,Fast Food,Chicken tenders,McDonald's,Buttermilk Crispy Tenders,McDonald's Buttermilk Crispy Tenders - Food Review,4,9.2
12:34,10/09/17,Fast Food,Quesadilla,Taco Bell,Crispy Chicken Quesadilla,Taco Bell Crispy Chicken Quesadilla - Food Review,3,8.7
12:11,10/17/17,Fast Food,Chicken nuggets,Burger King,Spicy Chicken Nuggets,Burger King Spicy Chicken Nuggets - Food Review,1.49,9
15:58,10/22/17,Grocery,Cookie,Nabisco,Mystery Flavor Oreo Cookies,Mystery Flavor Oreo Cookies - Food Review,4,8.4
12:10,10/30/17,Fast Food,Chicken tenders,Wendy's,Chicken Tenders,Wendy's Chicken Tenders - Food Review,3,8.6
10:48,11/10/17,Fast Food,Pizza (fresh),Domino's,Buffalo Chicken Pizza,Domino's Buffalo Chicken Pizza - Food Review,13,7.7
13:20,11/14/17,Fast Food,Slider,White Castle,Cheddar and Apple Butter Turkey Slider,White Castle Cheddar and Apple Butter Turkey Slider - Review,1,9
16:00,11/20/17,Fast Food,Taquito,Taco Bell,Rolled Chicken Tacos,Trying out Taco Bell's Rolled Chicken Tacos,4,7.3
16:00,11/20/17,Fast Food,Taquito,Taco Bell,Rolled Chicken Tacos with Spicy Ranch Dressing,Trying out Taco Bell's Rolled Chicken Tacos,4,8.6
10:11,11/26/17,Fast Food,Pizza (fresh),Pizza Hut,Ultimate Cheesy Crust Pepperoni Pizza,Pizza Hut Ultimate Cheesy Crust Pizza - Review,12,9.3
11:12,11/28/17,Fast Food,Pizza (fresh),Sbarro,New York Style Pepperoni Pizza Slice,Sbarro New York Style Pepperoni Pizza - Food Review,4.09,7.3
11:34,12/03/17,Fast Food,Novelty,Burger King,Flamin' Hot Mac n' Cheetos,Burger King Flamin' Hot Mac n' Cheetos - Food Reivew,2.99,8.6
12:29,12/12/17,Fast Food,Donut,Krispy Kreme,Limited Edition Gingerbread Doughnut,Krispy Kreme Limited Edition Gingerbread Doughnut Review,0.8,6.5
10:19,01/02/18,Fast Food,Quesadilla,Taco Bell,StackeR,The Elusive Taco Bell StackeR Review,1,8.8
12:44,01/05/18,Fast Food,Chicken sandwich,McDonald's,Classic Chicken Sandwich,Checking Out the New McDonald's Dollar Menu,3,8.3
12:44,01/05/18,Fast Food,Burger,McDonald's,Bacon McDouble,Checking Out the New McDonald's Dollar Menu,2,6.5
11:39,01/11/18,Fast Food,Chicken wings,Popeyes,Ghost Pepper Wings,How Spicy are the Ghost Pepper Wings from Popeyes?,4.99,7.2
11:50,01/22/18,Fast Food,Burger,Burger King,Double Quarter Pound King,Will Burger King Redeem Themselves with the Double Quarter Pound King,5,8.9
10:59,01/25/18,Fast Food,French fries,Taco Bell,Nacho Fries,Are Taco Bell's Nacho Fries Worth the Hype?,1,9.5
10:57,01/29/18,Fast Food,Chicken tenders,KFC,Smoky Mountain BBQ Chicken,Trying Out KFC's New Smoky Mountain BBQ Chicken,5,6.8
11:10,02/06/18,Fast Food,Pizza (fresh),McDonald's,Vegetarian Pizza,Vegetarian Pizza from McDonald's is not a Myth,9,9.3
13:15,02/22/18,Fast Food,Tater tots,Burger King,Cheesy Tots,The Long Awaited Return of the Cheesy Tots!,2,1
13:15,02/22/18,Fast Food,Tater tots,Burger King,Cheesy Tots,The Long Awaited Return of the Cheesy Tots!,2,7
13:12,02/26/18,Fast Food,Sauce,McDonald's,Szechuan Sauce,How Good is McDonald's New Szechuan Sauce?,0,9.4
11:05,03/06/18,Fast Food,Chicken sandwich,Burger King,Spicy Crispy Chicken Sandwich,Is Burger King's Spicy Crispy Chicken Sandwich Hot Enough?,4,8.8
12:44,03/15/18,Fast Food,Pizza (fresh),Little Caesars,ExtraMostBestest Pizza,My Full Analysis of Little Caesars Stuffed Crust Pizza,9,8.5
14:30,03/19/18,Grocery,Baby food,Gerber,Apple Strawberry Banana Baby Food,Gerber Apple Strawberry Banana Baby Food Review,1.5,6.7
11:59,04/07/18,Fast Food,Burrito,Taco Bell,Triple Melt Burrito,Is Taco Bell's Triple Melt Burrito Worth The Buck?,1,7.3
13:10,04/13/18,Fast Food,Burger,McDonald's,Garlic White Cheddar Burger,Is McDonald's Garlic White Cheddar Burger Really That Bad?,4.59,2
10:14,04/22/18,Fast Food,Chicken nuggets,Burger King,Spicy Chicken Nuggets,Firing It Up With Burger King's Spicy Chicken Nuggets,1.69,8.2
13:44,05/01/18,Fast Food,Pizza (fresh),Pizza Hut,Double Cheesy Crust Pizza,How Cheesy Is Pizza Hut's Double Cheesy Crust Pizza?,15,8
11:17,05/14/18,Fast Food,Chalupa,Taco Bell,Wild Naked Chicken Chalupa,The New Taco Bell Wild Naked Chicken Chalupa Review,2.99,8
11:37,05/19/18,Fast Food,Burger,McDonald's,Quarter Pounder,How Fresh Is McDonald's New Quarter Pounder?,4,8.7
12:52,05/23/18,Fast Food,Donut,Krispy Kreme,Blueberry Glazed Doughnuts,How Blue Are Krispy Kreme's New Blueberry Glazed Doughnuts?,5,6.2
12:56,06/01/18,Fast Food,Fried chicken,Popeyes,Rip'n Chick'n,Checking Out Popeyes New Rip'n Chick'n!,5,7.5
14:20,06/04/18,Fast Food,Breakfast item,McDonald's,Chicken McGriddle,Revisiting McDonald's Chicken McGriddle,1.49,8
13:25,06/09/18,Fast Food,Chicken nuggets,Burger King,Pretzel Chicken Fries,Are Burger King's Pretzel Chicken Fries Any Good?,3.09,7
12:51,06/16/18,Fast Food,Burger,IHOP,Classic Burger with Bacon,IHOb Burger ?,9,8.5
11:57,06/26/18,Fast Food,Chicken sandwich,KFC,Pickle Fried Chicken,Pickle Fried Chicken at KFC?,4.8,6
13:49,07/02/18,Fast Food,Burger,Burger King,American Brewhouse King,Burger King American Brewhouse King Review!,6,5
11:12,07/05/18,Fast Food,Burger,McDonald's,Bacon Smokehouse Burger,Is McDonald's Bacon Smokehouse Burger Really That Smoky?,5.39,7
10:54,07/11/18,Fast Food,Chicken sandwich,Wendy's,Buffalo Ranch Crispy Chicken Sandwich,Is Wendy's New Buffalo Chicken Sandwich Worth A Dollar?,1,6.8
11:22,07/14/18,Fast Food,French fries,Taco Bell,Nacho Fries,Nacho Fries from Taco Bell are Back!,1.49,9.5
15:23,07/18/18,Fast Food,Chicken tenders,Sonic,Crispy Chicken Tenders,What Happened To Sonic's Crispy Chicken Tenders?,5.79,5
10:08,07/21/18,Fast Food,Pizza (fresh),Pizza Hut,Cheesy Bites Pepperoni Pizza,Reviewing My Favorite Pizza (Pizza Hut Cheesy Bites),13,9.17
12:45,07/24/18,Fast Food,Novelty,Dunkin',Doughnut Fries,I Finally Review Dunkin' Donuts Donut Fries,2,7.26
12:53,08/02/18,Fast Food,Chicken tenders,Wendy's,Chicken Tenders,Revisiting Wendy's Chicken Tenders!,3.78,8.2
11:15,08/11/18,Fast Food,Pizza (fresh),Little Caesars,5 Meat Feast Pizza,Little Caesars New Pizza With Tons of Meat!,9,7.7
10:28,08/16/18,Fast Food,Chinese,Panda Express,Honey Sesame Chicken Breast,Is Honey Sesame Chicken The Best Panda Express Item?,8,9.8
12:55,08/20/18,Fast Food,Burger,Burger King,Jalapeno King,Will You Need Paramedics On Standby To East Burger King's Jalapeno King?,5.69,6.7
11:00,08/23/18,Fast Food,Chicken tenders,McDonald's,Sweet N' Spicy Honey BBQ Glazed Tenders,The Elusive New McDonald's Sweet N' Spicy Honey BBQ Glazed Tenders,4.49,8.4
12:31,08/27/18,Fast Food,Taco,Taco Bell,Double Cheesy Gordita Crunch,Taco Bell Double Cheesy Gordita Crunch Review,3.49,5.5
10:27,09/01/18,Fast Food,Donut,Hardee's,Mini Donuts,Do Hardee's Mini Donuts Really Taste Like Froot Loops Cereal?,2.34,8.5
12:35,09/08/18,Fast Food,Pizza (fresh),Papa John's,Italian Hero Pizza,Papa John's NEW Italian Hero Pizza Review,10,7
12:30,09/12/18,Fast Food,Burger,Wendy's,Dave's Single,Is Wendy's FREE Dave's Single Burger Worth Downloading the App?,5,8.6
15:14,09/15/18,Fast Food,Boss wrap,Taco Bell,Triple Double Crunchwrap,Is Taco Bell's Triple Double Crunchwrap Any Better This Year?,5.97,6.5
12:53,09/22/18,Fast Food,Chicken tenders,Burger King,Crispy Chicken Tenders,Giving Burger King's New Crispy Chicken Tenders A Try!,4.49,7.5
12:05,09/27/18,Fast Food,Chicken tenders,KFC,Hot Honey Chicken Tenders,NEW KFC Hot Honey Chicken Tenders Review!,5.49,7
13:49,10/01/18,Fast Food,Chicken sandwich,McDonald's,Bacon Smokehouse Buttermilk Crispy Chicken Sandwich,I Review McDonald's Bacon Smokehouse Buttermilk Crispy Chicken Sandwich,5,7.2
11:34,10/04/18,Fast Food,Burrito,Taco Bell,Beefy Crunch Burrito Duo,Is Taco Bell's NEW Beefy Crunch Burrito Duo Worth $2?,2,8
12:57,10/10/18,Fast Food,Burger,Wendy's,S'Awesome Bacon Classic Cheeseburger,How Good Is Wendy's NEW S'Awesome Bacon Cheeseburger?,6.49,5.9
12:52,10/26/18,Fast Food,Burger,Burger King,Halloween Nightmare Burger,I Got It! Burger King's Halloween Nightmare Burger Review,6.39,6.7
16:15,10/30/18,Fast Food,Salad,Chick-fil-A,Superfood Side,Fast Food Kale? Is Chick-fil-A's Superfood Side Scary?,4.19,9
12:01,11/05/18,Fast Food,Pizza (fresh),Little Caesars,Thin Crust Pepperoni Pizza,Little Caesars Thin Crust Pepperoni Pizza Review,6.42,8
11:47,11/09/18,Fast Food,Pork sandwich,McDonald's,McRib,My First McRib from McDonald's,3,7.92
13:40,11/14/18,Fast Food,Pizza (fresh),Papa John's,Double Cheeseburger Pizza,Papa John's NEW Double Cheeseburger Pizza Review,11.77,7.1
13:30,11/18/18,Fast Food,Chicken sandwich,KFC,Chicken and Waffles,The NEW Chicken And Waffles From KFC,5.99,7
12:29,11/21/18,Fast Food,Turkey sandwich,Starbucks,Holiday Turkey and Stuffed Panini,Starbucks Thanksgiving Holiday Turkey & Stuffing Panini Review,6.25,8.6
10:45,11/25/18,Fast Food,Chicken sandwich,Arby's,Buttermilk Buffalo Chicken Sandwich,My Favorite Food From Arby's!,5,8.4
11:29,11/28/18,Fast Food,Taquito,Taco Bell,Rolled Chicken Tacos,Taco Bell Rolled Chicken Tacos Re-Reviewed,2.19,8
10:36,12/04/18,Fast Food,Chicken sandwich,Wendy's,Bacon Maple Chicken Sandwich,Wendy's NEW Bacon Maple Chicken Sandwich Review,5.99,8.5
11:20,12/08/18,Fast Food,Cinnamon roll,Burger King,Cini Minis,Burger King Cini Minis Are Back! (Millennials Go NUTS!),1.49,8.3
11:35,12/16/18,Fast Food,Burger,McDonald's,Mushroom & Swiss Burger,McDonald's NEW Mushroom & Swiss Burger Review,5.39,8
10:58,12/28/18,Fast Food,Breadsticks,Papa John's,Cheesesticks,Are Papa John's FREE Cheesesticks Worth Selling Your Soul?,0,9.3
11:33,01/02/19,Fast Food,Chalupa,Taco Bell,Naked Chicken Chalupa,The Naked Chicken Chalupa Is BACK At Taco Bell!!,5.49,9
11:34,01/13/19,Fast Food,Fried chicken,KFC,Nashville Hot Extra Crispy Chicken,KFC Nashville Hot Extra Crispy Chicken Review,6,8
11:35,01/16/19,Fast Food,Slider,Sonic,Bacon Melt Slinger,What does Sonic's Bacon Melt Slinger taste like?,2.49,6.5
11:49,01/19/19,Fast Food,Burger,Burger King,Big King XL,Does the Big King XL really taste like a Big Mac,6.5,8.6
10:58,01/26/19,Fast Food,French fries,Taco Bell,Nacho Fries,Are Taco Bell's Nacho Fries still good?,1.49,9.5
11:52,01/30/19,Fast Food,Pizza (fresh),Little Caesars,Pretzel Crust Pepperoni Pizza,Reviewing Little Caesars NEW Pretzel Crust Pizza!,6,6
11:01,02/12/19,Fast Food,Burger,Wendy's,Barbecue Cheeseburger Review,Wendy's NEW Barbecue Cheeseburger Review,5.5,9
11:46,02/17/19,Fast Food,Pizza (fresh),Pizza Hut,Ultimate Cheesy Crust Pepperoni Pizza,Pizza Hut's Ultimate Cheesy Crust Pizza is Back!!!,12.99,8
10:04,02/22/19,Fast Food,Shrimp,Popeyes,Southern Butterfly Shrimp,Will Popeyes Redeem Themselves with the Southern Butterfly Shrimp?,5,8.3
11:08,03/03/19,Fast Food,Burrito,Taco Bell,Steak Rattlesnake Fries Burrito,Taco Bell Steak Rattlesnake Fries Burrito Review,2.99,9.1
11:27,03/06/19,Fast Food,Pizza (fresh),Little Caesars,ExtraMostBestest Pizza,My Favorite Pizza From Little Caesars,6,8.8
11:08,03/12/19,Fast Food,Novelty,McDonald's,Donut Sticks,Will McDonald's NEW Donut Sticks Get Us To Mars?,3.39,7.7
11:13,03/21/19,Fast Food,Calzone,Pizza Hut,Pepperoni P'Zone,My FIRST P'Zone from Pizza Hut,5.99,8
11:44,03/25/19,Fast Food,Tater tots,Burger King,Bacon Cheesy Tots,Are Burger King's Bacon Cheesy Tots Really That Terrible?,2.2,2
12:38,04/01/19,Fast Food,Pizza (fresh),Little Caesars,Bacon Wrapped Deep! Deep! Dish Pizza,Little Caesars NEW Bacon Wrapped Deep Deep Dish Pizza Review,12,8.55
12:18,04/05/19,Fast Food,BLT,Sonic,BBLT Sandwich,Sonic's NEW BBLT Sandwich Review (BLT With Extra Bacon!),3.99,7.1
11:27,04/15/19,Fast Food,Burger,Burger King,Angry Whopper,The Best Burger I've Ever Had From Burger King!,6.2,9.4
11:00,04/27/19,Fast Food,Pizza (fresh),Papa John's,Ultimate Pepperoni Pizza,Papa John's Ultimate Pepperoni Pizza Review,12,9.7
10:04,05/14/19,Fast Food,Pizza (fresh),Domino's,Pepperoni Pan Pizza,Domino's Pepperoni Pan Pizza  Take-Two,8,6.5
11:35,05/19/19,Fast Food,Nachos,Taco Bell,Grande Nachos Box,Is Taco Bell's $5 Grande Nachos Box Worth It?,5,5.5
11:08,06/02/19,Fast Food,Pizza (fresh),Pizza Hut,Pan Pizza (pepperoni),Bye Pizza Hut Pan Pizza!,7.99,7
11:04,06/06/19,Fast Food,Burger,McDonald's,Grand McExtreme Bacon Burger,McDonald's Grand McExtreme Bacon Burger Review,7.24,3
12:39,06/13/19,Fast Food,French fries,Taco Bell,Nacho Fries,We Need To Talk About These Nacho Fries…,1.3,7
11:21,06/18/19,Fast Food,Burger,Burger King,Rodeo King Burger,Burger King's NEW Rodeo King Review,8,8.1
12:23,06/29/19,Fast Food,Pizza (fresh),Little Caesars,Stuffed Crust ExtraMostBestest Pizza,Little Caesars Stuffed Crust Pizza Review,9,8
